#{"t_start": 1780674175.180513, "env_id": "LunarLander-v3"}
r,l,t
240.715805,363,127.673029
232.537359,389,127.726929
183.821333,344,127.774533
175.208873,355,127.825057
162.005639,610,128.205068
238.49575,423,128.263285
238.245443,362,128.313465
230.876638,406,128.370802
262.706419,348,128.419451
229.337064,394,128.769426
-50.327675,270,128.808058
225.044198,340,128.856095
230.595623,357,128.906117
247.326943,367,128.956956
-9.904611,293,128.997627
169.099636,427,129.361085
173.089034,400,129.418435
-19.83907,331,129.463975
8.77625,265,129.500917
185.483134,627,129.590159
240.555431,514,129.959117
226.738621,462,130.023707
-7.550291,204,130.052633
192.507798,304,130.095739
253.08249,355,130.144449
242.273287,358,130.487588
217.014515,440,130.550299
239.497872,339,130.597413
-44.079999,234,130.630053
230.882731,982,131.064883
236.728571,399,131.120532
239.467916,542,131.197929
-29.727631,208,131.227169
220.518402,330,131.273706
230.331255,353,131.324084
200.842075,430,131.67825
25.967589,333,131.724317
212.116127,427,131.783586
203.950532,375,131.836219
226.700507,494,131.905065
-20.443382,295,132.240168
-47.918971,325,132.284706
-69.814439,338,132.33237
256.761776,373,132.384296
197.062384,422,132.443236
235.461205,391,132.497227
233.79177,358,132.840702
228.227187,398,132.895437
229.754423,339,132.942635
146.918387,637,133.245498
-20.89456,310,133.289344
227.534781,357,133.635645
170.677169,364,133.691219
-9.353794,263,133.728187
218.032398,388,133.782992
200.438151,353,133.833619
168.402124,364,133.885639
240.819935,376,134.235994
238.750778,566,134.317315
191.871038,340,134.364534
238.279396,344,134.412245
211.024964,768,134.816993
205.336476,333,134.863681
252.53164,358,134.912755
-20.343814,154,134.93404
210.811247,341,134.981751
-17.857656,251,135.01676
167.939805,573,135.392436
232.707641,533,135.46667
89.897286,1000,135.611378
99.457158,1000,136.049816
228.542129,340,136.097529
116.894664,1000,136.534644
226.354967,358,136.584559
223.043546,344,136.632671
195.77479,442,136.694317
-44.64626,317,136.73806
6.571686,302,136.779545
-18.783509,267,137.110323
224.560688,348,137.158315
-23.263314,239,137.191384
233.21751,335,137.237526
-4.464796,231,137.269348
193.938878,654,137.363012
224.557291,317,137.700804
3.911677,239,137.734202
186.963543,435,137.795282
237.158664,436,137.856758
178.224221,328,137.902893
-54.18438,230,137.935474
-7.219011,250,137.970713
28.11436,1000,138.409905
207.478615,496,138.480611
226.08602,345,138.528015
-46.685794,316,138.864747
220.89309,322,138.909858
208.463331,335,138.956411
-45.931371,291,138.996804
240.509268,412,139.05466
-15.971973,254,139.090506
3.465833,264,139.127588
245.637197,315,139.466107
-68.739041,255,139.501664
238.103939,341,139.548273
-29.166511,291,139.58802
232.523814,274,139.625826
217.950413,322,139.670088
210.494422,516,140.034662
72.616007,1000,140.176611
-44.428142,299,140.217891
210.49317,388,140.271644
-39.443961,297,140.606696
-33.525745,276,140.64528
-27.855983,310,140.688078
187.151458,353,140.73735
-9.505286,256,140.772665
-52.721224,270,140.810783
261.70895,302,140.852831
219.556492,327,141.192514
213.715642,515,141.264926
228.343148,380,141.318676
238.624954,343,141.366302
140.930729,630,141.455232
-10.652272,285,141.789449
-133.474295,794,141.903222
231.50099,355,141.952089
56.281506,1000,142.386889
274.145215,388,142.443487
196.676307,339,142.49094
209.995057,348,142.540726
228.921087,335,142.59067
-43.356817,293,142.959235
183.729747,926,143.109564
-8.945774,310,143.155163
223.834777,337,143.204068
160.831193,982,143.653288
197.904108,356,143.702644
-27.524153,324,143.747344
247.239214,324,143.795728
241.485127,338,143.846585
227.437108,346,144.201473
219.9225,346,144.249831
234.168226,333,144.295945
230.36471,324,144.345157
-26.889723,319,144.392765
262.050737,384,144.448783
202.357754,418,144.821465
79.888898,1000,144.966148
189.260545,398,145.022407
241.060541,359,145.072244
-31.416187,293,145.416563
231.996719,342,145.466607
249.661101,357,145.517898
174.915089,410,145.57532
55.32365,1000,146.061641
209.510715,396,146.1188
224.789834,328,146.166244
201.461394,407,146.22605
-48.399484,293,146.269161
202.373048,482,146.637994
191.430054,380,146.691621
219.027485,330,146.737195
92.4827,1000,146.881739
215.148972,321,147.229291
260.28114,419,147.288786
107.217427,1000,147.431362
52.391474,1000,148.113222
-14.638161,254,148.149378
192.746627,416,148.207558
242.938414,328,148.253287
218.292287,332,148.299981
223.960773,337,148.642375
217.762743,343,148.690703
197.579499,512,148.762462
230.070826,327,148.808581
-14.396014,354,148.857707
196.041572,418,149.21706
189.609194,372,149.269772
185.23677,639,149.362188
207.377753,350,149.411127
225.571787,275,149.449456
220.084466,395,149.796051
217.854532,305,149.839947
243.535839,377,149.892862
191.243068,425,149.952383
172.039207,459,150.016817
226.186455,511,150.38108
216.900407,786,150.491948
214.464459,360,150.541981
194.805276,440,150.604232
207.521848,385,150.657321
69.740346,1000,151.094651
177.264491,407,151.151424
281.838579,556,151.228788
184.043113,690,151.671299
182.314699,658,151.765906
210.01497,398,151.822669
196.665996,434,152.176448
247.302126,345,152.224037
75.641272,1000,152.366031
-40.022135,358,152.416191
237.60845,318,152.75409
5.812867,271,152.791813
196.276949,681,152.888866
243.390014,389,152.943039
-82.000184,343,152.990521
224.580988,422,153.341342
192.054873,462,153.405667
230.988236,335,153.452172
226.708519,333,153.498218
216.453362,338,153.544677
77.755667,1000,153.981779
1.722445,256,154.01741
-75.234689,238,154.050619
231.40931,338,154.097338
226.439148,383,154.150503
250.074041,450,154.5048
244.953142,359,154.555254
-2.21669,255,154.591234
219.090828,331,154.637961
190.693035,350,154.686942
243.316701,390,154.741614
223.369502,410,155.091136
246.267974,347,155.140376
230.540715,381,155.194328
212.852979,337,155.240989
-5.557926,305,155.282909
215.749762,342,155.330546
217.357433,345,155.672574
221.865975,330,155.718425
236.078057,350,155.766726
207.490971,393,155.822586
-16.32703,291,155.863192
204.308592,485,155.930165
217.166516,447,156.284669
220.579143,323,156.330997
179.698664,402,156.38701
142.741294,623,156.474863
243.454479,363,156.820581
-52.925749,310,156.864335
222.778216,311,156.907897
-41.608885,247,156.941777
231.495844,308,156.984284
215.39783,324,157.029278
214.601479,320,157.073532
85.706044,1000,157.520047
-23.770349,248,157.554612
178.62553,393,157.609399
-71.785397,332,157.655123
3.378069,241,157.981076
-42.368851,329,158.027219
-44.297506,265,158.064929
162.944557,417,158.123029
225.749092,411,158.179889
226.38666,407,158.237182
-35.081043,198,158.26503
240.531669,327,158.602396
-34.749961,278,158.6406
215.655961,498,158.708837
238.284599,387,158.761596
-17.917491,293,158.802892
207.637268,380,159.14707
232.603491,334,159.193008
239.575709,337,159.23926
212.554852,345,159.287655
189.828237,390,159.34257
240.806659,337,159.389473
183.322932,645,159.771387
-9.923715,295,159.812678
205.195807,470,159.880671
191.111371,638,159.969394
220.510945,518,160.334936
181.277241,351,160.384824
-49.318534,318,160.429318
165.271048,599,160.512768
225.053985,281,160.551308
240.329568,363,160.896743
182.993292,398,160.95309
78.421497,1000,161.099705
249.755433,343,161.147941
175.463191,436,161.500873
224.92773,383,161.555202
221.4848,349,161.603904
234.69538,413,161.661405
-53.068664,353,161.709766
241.380104,417,162.059493
197.993827,404,162.115984
-3.898275,254,162.151401
-29.567414,366,162.430558
214.693091,430,162.493906
186.755489,537,162.864573
208.367559,447,162.926824
194.37478,383,162.981471
-53.753747,312,163.025695
136.879596,490,163.095401
257.795377,358,163.444624
253.050196,355,163.495842
218.741962,736,163.600356
236.168058,329,163.646019
-57.803842,301,163.687734
-51.484262,260,163.72375
188.764092,376,164.071032
64.596413,1000,164.215615
-40.910398,339,164.262274
208.990991,349,164.603774
49.935368,1000,164.745358
226.062216,304,164.788008
190.186336,434,164.851537
167.712229,575,165.225556
222.857653,362,165.275717
88.238729,1000,165.415752
218.265302,363,165.46673
-18.805398,367,165.8089
-43.415118,443,165.870161
208.02223,353,165.918772
206.076967,375,165.970286
205.963771,396,166.074087
263.781988,372,166.421319
235.125594,358,166.471048
230.650128,353,166.520282
-56.856328,322,166.564801
236.645328,341,166.611833
189.574086,605,166.989695
170.796632,639,167.079313
204.615856,353,167.12862
249.832585,519,167.201033
216.950022,329,167.246366
243.835766,317,167.581635
210.896393,470,167.647003
242.470739,329,167.692537
222.164405,341,167.73959
221.246158,345,167.78726
-5.191471,382,168.131736
-36.863415,356,168.180888
270.587482,432,168.240926
249.816262,354,168.290132
-19.689332,321,168.33503
-30.00862,348,168.383675
188.839142,391,168.729132
226.35067,390,168.782711
43.359685,1000,168.928036
212.042741,343,168.975978
243.268555,343,169.31465
8.641868,236,169.347524
189.065411,518,169.420788
234.277139,509,169.491134
-32.872835,407,169.546849
-0.937591,322,169.878768
219.188868,410,169.9352
204.790455,372,169.986632
212.307597,362,170.035902
235.983876,382,170.088135
-34.867772,255,170.123464
208.867266,430,170.471286
209.540799,392,170.5246
-34.590098,282,170.563307
178.676043,363,170.61304
253.811852,465,170.676205
255.527019,413,171.022962
234.043787,346,171.071501
143.966376,550,171.148991
212.181629,373,171.200665
220.143068,388,171.254128
243.71575,382,171.597339
241.180667,406,171.653483
235.781079,467,171.718389
200.809709,448,171.780115
235.145163,492,171.848345
233.23059,437,172.19485
6.374964,1000,172.334575
210.018653,414,172.391528
160.370873,442,172.740151
256.989532,355,172.789892
237.850223,380,172.843222
-16.222724,244,172.876922
-44.127902,349,172.924497
225.166108,572,173.292197
-35.064935,338,173.339125
172.994962,520,173.412393
-45.451033,346,173.460089
201.106176,399,173.516429
-9.852489,254,173.552146
219.815396,367,173.896356
181.51896,537,173.971513
226.585087,396,174.026199
174.418148,379,174.078516
192.521615,374,174.130055
247.165976,403,174.506629
247.917539,420,174.56977
114.142568,535,174.652532
243.478885,389,174.709297
220.746614,404,174.766051
165.898156,500,175.137499
203.120228,521,175.213087
228.413095,345,175.261781
196.031911,348,175.311004
5.895513,244,175.346149
217.274622,468,175.717563
216.439412,350,175.767374
193.00071,398,175.824528
-21.830237,349,175.873579
215.148829,399,175.928946
233.769565,381,176.277627
230.936853,305,176.32082
224.763039,344,176.36828
207.527171,345,176.415673
288.485528,499,176.486125
217.452532,410,177.086197
209.078986,375,177.138607
-43.808444,330,177.183878
243.217559,340,177.230956
181.207746,461,177.296073
238.706552,373,177.348369
234.757554,385,177.697555
209.120192,558,177.779776
234.361827,317,177.826147
211.017318,329,177.872251
213.313008,334,177.919765
160.581871,356,178.284939
228.949336,345,178.335531
259.569332,430,178.397955
225.826683,339,178.446466
215.040483,349,178.496266
68.195447,1000,178.932669
67.557442,1000,179.074021
9.879554,251,179.108917
201.338116,340,179.451584
90.576271,1000,179.593608
240.891023,414,179.650912
255.359637,381,179.70303
-100.736895,454,180.056475
1.33601,379,180.10844
234.352903,348,180.156259
216.260343,338,180.202374
220.180183,341,180.249199
222.84734,344,180.296382
196.854669,384,180.63743
279.301378,429,180.696609
206.407023,540,180.770383
-6.168808,311,180.813165
240.067942,355,180.862273
72.357507,667,181.247047
239.316107,396,181.302474
17.417251,269,181.340154
252.566906,423,181.399212
23.109594,309,181.442296
267.524649,380,181.786126
251.76388,360,181.836672
252.164505,375,181.888851
-35.283408,216,181.918791
276.832985,394,181.973982
260.334043,391,182.320419
64.441142,1000,182.463085
178.424899,387,182.517415
214.115815,348,182.56633
239.809179,369,182.908583
219.032712,337,182.955342
269.334037,443,183.017376
206.308942,475,183.083778
165.110311,446,183.146
241.49997,348,183.486773
204.846204,363,183.537002
183.922073,326,183.582235
245.139412,706,183.680876
2.602804,302,183.72217
244.024056,446,184.075041
236.798419,365,184.125598
228.339858,399,184.18045
217.944602,369,184.231299
76.361438,1000,184.666601
-46.33449,306,184.709815
167.754439,444,184.771301
285.860032,571,184.852632
281.300236,375,184.904748
256.85456,347,185.244476
197.981454,419,185.302681
-31.062182,294,185.343276
262.806832,396,185.399074
102.67609,898,185.815066
265.719125,352,185.864531
148.903836,490,185.933882
204.053412,391,185.988619
69.113893,1000,186.422593
220.252377,348,186.470813
232.012047,378,186.522763
206.825605,515,186.594623
213.01259,372,186.646033
49.552454,1000,187.078166
163.954909,486,187.147396
149.39774,571,187.228306
205.280523,342,187.566829
235.431292,366,187.618273
82.867149,1000,187.758335
216.663396,406,188.105017
236.642357,375,188.15648
210.258158,358,188.206048
216.564928,366,188.256173
69.250992,1000,188.687804
276.235668,487,188.754908
91.77757,1000,188.901553
239.670284,350,188.949894
-10.272787,323,189.283684
-23.114203,302,189.326131
83.566381,1000,189.466694
218.181683,358,189.516165
220.546174,345,189.853917
-55.907528,337,189.900731
-20.842091,311,189.943583
119.202753,608,190.02905
214.321542,388,190.083791
-99.937837,248,190.459643
-32.166656,317,190.504658
192.849656,791,190.618018
-7.706915,222,190.648834
231.160342,448,190.71096
237.417367,355,191.048828
253.602463,358,191.098357
235.485446,448,191.460771
107.341061,1000,191.602214
153.443566,479,191.963277
125.088378,1000,192.105066
255.403532,369,192.156297
148.251418,450,192.518705
220.638543,363,192.570155
238.05997,364,192.622186
-5.021488,335,192.668841
205.888405,401,192.724222
219.31886,405,192.781033
-70.807606,310,193.116036
-20.867245,306,193.158269
24.415958,450,193.220071
193.264487,467,193.284452
-24.211857,450,193.347379
231.565689,366,193.688974
-24.182562,440,193.749532
81.48918,1000,193.890551
193.686788,380,194.233204
-31.405243,325,194.278128
149.728001,622,194.365488
230.737282,379,194.418084
250.636514,485,194.486158
248.96735,381,194.835596
224.568867,516,194.907071
245.737023,471,194.971685
79.42383,1000,195.402364
220.947655,398,195.457381
233.269011,341,195.504526
219.658054,367,195.555833
185.644921,400,195.612001
-50.255058,316,195.656129
220.912583,604,196.030467
105.63424,1000,196.169219
8.617136,514,196.239543
12.232077,271,196.566135
232.973041,475,196.63181
208.193865,387,196.684923
215.245875,562,196.762119
231.80759,313,196.805472
241.945986,486,197.162615
195.841933,579,197.244004
246.684208,530,197.317251
-25.82038,456,197.380186
-8.455064,492,197.737838
217.791035,433,197.7973
83.013057,1000,197.937002
70.110531,1000,198.367258
221.097204,389,198.421665
167.506542,436,198.48209
219.141568,696,198.870517
225.287446,517,198.942831
215.064794,561,199.020696
178.830063,391,199.076165
114.640638,1000,199.50483
73.232489,1000,199.643669
203.192075,386,199.98629
186.525591,618,200.073949
209.878341,398,200.12821
-10.232316,294,200.168312
230.189709,498,200.236373
157.915651,550,200.602781
-103.274549,340,200.649913
269.244457,438,200.711107
213.868949,477,200.778161
93.645514,866,201.188289
234.817786,432,201.248998
208.735409,404,201.306318
-33.464596,287,201.346288
202.260066,367,201.397517
255.338481,348,201.734895
65.88202,1000,201.878571
217.489563,594,201.960336
165.195915,389,202.30235
-33.883681,284,202.341773
-19.765328,296,202.382408
199.684655,404,202.438157
223.190311,326,202.483694
219.099761,465,202.549506
185.668782,395,202.901594
57.753118,1000,203.043775
141.241349,584,203.125635
223.713263,387,203.470014
214.488471,402,203.526109
-39.985727,370,203.577182
222.645479,370,203.628309
229.831038,460,203.692127
220.075709,447,204.094637
218.243759,367,204.145025
-5.824873,346,204.192658
80.708284,1000,204.332169
211.602708,475,204.686859
179.853822,677,204.780271
198.683992,385,204.834362
-26.982266,292,204.874915
183.086668,489,205.231584
218.41083,318,205.274912
235.17517,426,205.333308
-147.720218,546,205.408112
-43.31845,367,205.716792
212.8281,392,206.065865
-30.518246,343,206.114392
219.701038,385,206.168852
-40.643369,345,206.218127
184.067971,406,206.274198
-36.246602,339,206.321498
245.412154,470,206.680396
230.390217,488,206.749916
223.985348,381,206.803346
-50.162,189,206.829935
215.833808,386,206.884081
197.506562,415,207.234591
228.843574,438,207.294792
201.597154,451,207.358914
195.342927,469,207.424514
248.223534,532,207.497265
205.41439,410,207.845031
-8.335495,309,207.887657
231.664261,471,207.953046
-11.988469,323,207.997265
198.983689,406,208.05294
-69.117631,320,208.385551
212.233023,416,208.443861
171.359496,372,208.495349
190.327325,395,208.54964
202.201856,390,208.602941
217.961057,482,208.95636
-79.022787,325,209.000992
279.585862,604,209.084703
-64.475479,330,209.12978
-16.919359,317,209.172982
-43.015547,332,209.50455
-1.952101,334,209.550133
-32.634635,325,209.594268
228.33114,377,209.64538
-62.616938,316,209.688678
-40.562233,344,209.735967
216.85198,394,210.079409
-15.084599,263,210.115649
244.491655,378,210.167389
195.316656,383,210.21992
-33.245572,304,210.261445
217.817603,460,210.325936
215.245397,365,210.666882
172.528117,384,210.720944
-24.310298,268,210.757764
171.056146,670,210.851019
198.14917,642,211.230076
198.954224,364,211.280024
-21.310796,309,211.323038
-36.291232,331,211.368515
219.001124,433,211.427748
-38.841247,252,211.462814
66.841871,1000,211.896698
266.903228,453,211.959388
235.629333,558,212.036456
219.510009,328,212.373443
265.758558,409,212.430202
242.462618,368,212.48066
179.318579,669,212.574064
262.512242,459,212.636847
-27.950179,308,212.968854
235.196556,343,213.015839
253.195268,395,213.07021
-47.52066,288,213.109891
229.259969,351,213.157989
224.915671,363,213.207584
136.608109,312,213.541011
231.141514,365,213.590889
-5.887749,335,213.636511
205.234701,373,213.687496
235.237931,323,213.731475
207.777529,477,214.085783
247.862727,370,214.136577
-14.14223,282,214.175285
242.079928,410,214.231256
-11.554469,1000,214.661605
-29.746291,343,214.708493
-26.718711,347,214.755979
196.567121,366,214.80663
226.649163,394,214.861225
238.594324,353,214.910393
225.523721,379,215.251746
240.494287,381,215.304774
221.109629,379,215.35829
209.972188,402,215.414326
14.798912,306,215.45688
21.527273,315,215.500054
215.065418,466,215.854813
187.984816,549,215.931675
217.863791,395,215.985726
161.639693,978,216.450358
209.417282,335,216.505283
222.138688,377,216.557988
-17.946963,346,216.607132
216.653239,359,216.657793
251.514103,353,216.707584
205.454423,441,217.062469
-18.801888,341,217.10939
-39.036559,260,217.145057
227.006018,423,217.202427
280.263616,375,217.253067
212.887194,413,217.600594
219.424316,347,217.648501
202.272357,388,217.70194
244.744317,346,217.749586
234.722668,357,217.798818
-17.757006,238,217.832247
91.843002,1000,218.260686
-48.190762,291,218.301496
221.70037,439,218.362243
218.05604,551,218.729523
252.251751,432,218.789087
249.920212,354,218.838004
247.097709,453,218.90156
265.133658,334,218.948146
235.563042,410,219.005354
202.518547,324,219.340858
204.513915,365,219.391715
234.160627,404,219.447443
204.651066,380,219.500766
248.321424,363,219.55064
280.784143,605,219.929712
229.803709,360,220.257604
207.571078,404,220.316359
216.428932,368,220.368627
217.606704,491,220.436802
249.143494,459,220.812585
-45.673171,269,220.8509
214.085734,500,220.921709
218.185235,356,220.971987
234.32646,371,221.024749
268.542965,437,221.390421
200.979031,441,221.452983
224.775033,573,221.534222
241.602623,492,221.601875
224.822623,371,221.971618
252.287046,379,222.02477
258.327065,430,222.084253
220.86844,423,222.142798
216.971553,345,222.190526
218.550799,354,222.546402
240.25336,389,222.601594
-45.809066,246,222.636178
223.445866,363,222.687259
242.643574,406,222.74441
247.666746,458,222.809345
-16.431607,271,223.146686
197.265437,441,223.212277
-53.17238,276,223.251182
232.177927,502,223.322794
233.225732,343,223.370926
-58.0269,342,223.418713
248.577617,410,223.773315
247.997596,381,223.826758
-10.492752,345,223.875004
218.574652,364,223.925971
252.443,392,223.980187
198.205633,364,224.339455
215.653487,347,224.388076
206.930476,345,224.438139
77.121329,1000,224.581975
200.221704,365,224.92899
-62.841992,320,224.973201
141.860697,529,225.048182
200.444012,361,225.097721
193.659796,361,225.14717
-34.281696,325,225.490249
224.358731,352,225.540419
-37.724093,307,225.583195
210.933188,930,225.717381
92.044401,1000,226.200018
208.005481,369,226.250825
232.902288,353,226.29904
-27.50236,228,226.331263
-68.062923,273,226.36878
210.364829,460,226.720735
-46.954749,302,226.762247
-61.340558,202,226.790234
229.263085,371,226.842513
199.604432,371,226.893679
62.517414,1000,227.322235
-18.20564,347,227.370653
100.72646,1000,227.513331
-35.584387,332,227.847172
98.765948,1000,227.991676
205.694539,444,228.053033
214.495023,354,228.102152
222.238534,291,228.433165
140.448464,511,228.50447
162.91223,505,228.574697
178.332271,471,228.639531
239.739243,339,228.685792
204.243757,509,229.044808
236.925217,376,229.096691
-32.022127,283,229.135587
-13.506339,269,229.17229
226.854431,342,229.218954
231.635914,501,229.578627
89.536975,1000,229.717912
-39.796579,324,229.762662
231.159906,338,229.809216
223.10598,354,230.146484
219.143256,376,230.197933
231.307199,342,230.244476
218.329351,355,230.292943
197.576611,632,230.38091
216.172681,322,230.712296
222.759431,358,230.761509
212.917115,339,230.808443
200.141231,394,230.863363
-49.048922,311,230.906526
241.143586,355,230.955164
-23.266118,284,231.282785
232.134484,372,231.334683
-38.12399,313,231.377544
-26.398275,320,231.421103
214.568948,370,231.472207
-54.068573,316,231.51572
224.67638,281,231.554675
264.917395,557,231.921763
206.474304,343,231.969276
191.193591,474,232.035075
210.886503,426,232.093935
165.440387,500,232.453176
240.405698,339,232.499885
206.684612,595,232.583062
199.414461,352,232.631414
-27.341757,354,232.680363
215.777473,358,233.019233
-48.924662,263,233.055887
238.366591,399,233.110339
-0.423731,263,233.146186
211.08731,384,233.198437
-18.019619,319,233.241818
-13.175314,313,233.577283
-18.639838,273,233.615497
238.462181,336,233.661512
124.639007,940,233.793077
-66.883601,396,233.848386
0.295753,295,234.182001
220.864335,395,234.236637
-49.367021,401,234.291609
86.657554,1000,234.666224
182.446077,416,235.087858
216.462175,402,235.154871
-45.378741,309,235.198217
-22.574245,345,235.246704
-44.474344,229,235.284664
203.628424,367,235.348701
-14.64352,350,235.757711
-14.791242,280,235.797344
95.256397,1000,235.939015
235.744439,361,235.990172
-44.135075,237,236.317901
-25.772293,324,236.363217
-52.933188,294,236.404089
188.489133,422,236.463377
238.769952,361,236.512819
160.28491,406,236.569258
-60.444021,288,236.90196
23.460742,292,236.942648
208.868302,364,236.99331
212.800476,379,237.045524
176.227014,450,237.108205
-121.294447,373,237.453626
214.009904,475,237.520475
167.72508,454,237.584594
-27.42641,295,237.624965
191.299465,373,237.676027
219.651627,373,237.727092
247.548727,334,238.064316
208.011228,351,238.112833
243.893276,340,238.159773
132.845275,656,238.251324
255.148238,351,238.299884
255.804692,378,238.692166
250.785755,394,238.749697
-38.657225,317,238.794374
198.970026,383,238.849479
68.329719,1000,239.282904
-16.064158,206,239.312041
210.018077,397,239.367535
227.019425,387,239.421155
79.016608,1000,239.855193
-73.845015,254,239.890823
13.186721,254,239.925834
-64.028396,280,239.964429
259.731431,333,240.009913
208.001867,375,240.061823
224.70017,402,240.409982
241.67081,706,240.509593
76.754739,1000,240.651559
-80.636585,318,240.98919
-62.882174,453,241.052443
183.647691,431,241.112391
72.380665,1000,241.255465
215.168266,342,241.596876
-55.964253,264,241.633317
213.988187,545,241.708261
-38.720384,291,241.74805
-65.302197,314,241.791028
244.265221,341,242.131776
-18.480644,360,242.181968
227.223222,327,242.227012
-31.1339,281,242.265802
114.364438,1000,242.40885
208.610461,301,242.744703
-132.229129,403,242.801234
207.809228,381,242.854152
213.367204,353,242.902975
190.056386,466,242.967443
196.460621,496,243.331571
-14.169621,242,243.365357
156.671726,553,243.443203
182.916112,424,243.502481
-28.846465,349,243.551453
138.1562,557,243.921008
-42.838242,296,243.962063
252.245486,346,244.010337
-61.999369,245,244.044545
51.115672,1000,244.484078
-35.551968,366,244.534753
-22.225969,357,244.583992
236.298959,368,244.634491
-1.319803,268,244.671161
50.672495,1000,245.101046
-54.206081,323,245.145738
186.841068,374,245.197721
231.769484,386,245.250446
220.429296,339,245.296806
202.993644,350,245.63623
-37.75848,489,245.703653
194.979647,454,245.76611
248.583244,375,245.818123
162.335077,379,245.871153
237.817046,386,246.214104
-41.394259,254,246.248873
202.80444,365,246.298822
241.743305,376,246.35162
55.107673,1000,246.782822
166.398283,465,246.848488
252.271515,450,246.911012
247.402682,354,246.959698
194.648799,409,247.016388
85.006899,1000,247.449149
211.336157,373,247.500373
224.043942,557,247.577896
241.830833,352,247.917622
-22.158415,246,247.951692
192.731597,338,247.999032
-106.664372,238,248.032432
-48.336607,326,248.07754
171.353594,531,248.151542
232.038432,389,248.498756
169.553883,559,248.5769
184.317139,788,248.687226
255.764918,356,248.736159
219.651649,441,249.309535
0.843706,370,249.364591
200.518362,271,249.40226
225.615604,372,249.454767
204.36412,351,249.502711
201.991765,585,249.882401
201.609273,428,249.941994
-66.465412,454,250.006116
150.08073,600,250.09074
175.304812,442,250.151939
71.9721,1000,250.597537
159.671642,586,250.681314
-36.12804,192,250.707803
220.256387,388,251.054928
220.151895,324,251.099799
214.140156,349,251.147797
218.080784,392,251.202078
189.269302,364,251.252302
210.954119,384,251.306071
-31.868836,313,251.642213
241.596535,339,251.688904
9.731547,239,251.721969
233.228679,375,251.773686
195.163738,397,251.829318
241.648565,343,251.877306
227.256649,380,252.271592
195.36813,358,252.322113
213.555125,366,252.372378
-24.737756,236,252.404997
91.089273,1000,252.835983
226.333973,363,252.886732
209.426697,362,252.936264
184.444253,421,252.994461
246.470054,407,253.050953
-12.911073,213,253.080348
163.133768,548,253.450092
213.32145,358,253.49888
-56.568946,212,253.527878
201.82577,370,253.5781
188.068731,341,253.624971
19.551032,290,253.664747
-29.838441,312,254.004493
218.040408,491,254.072219
228.106758,309,254.114746
-21.233388,291,254.1547
-49.040841,329,254.199565
220.573623,334,254.244799
-4.354198,357,254.584655
198.340314,347,254.632721
245.353641,470,254.69818
243.261069,406,254.753786
231.135097,379,254.806412
227.181658,416,255.157998
195.170613,352,255.206471
191.1816,416,255.264235
236.549613,397,255.319965
-3.700651,229,255.352474
208.400034,405,255.408719
229.865024,304,255.742916
-18.45689,304,255.784513
240.05807,460,255.848511
233.908621,376,255.900729
229.937708,375,255.951968
-59.286654,227,255.982683
229.038879,473,256.336027
-52.566962,323,256.380232
63.47192,1000,256.518376
132.037544,562,256.888808
241.203004,360,256.938573
75.189752,1000,257.07828
237.525985,323,257.122876
254.629117,338,257.460471
221.325144,399,257.51589
219.975749,363,257.566065
98.326104,1000,257.705337
228.382246,380,258.049654
204.228258,357,258.098987
236.528535,400,258.154027
-0.489462,251,258.188849
-9.690078,303,258.230432
193.541082,475,258.58885
0.484005,362,258.638715
253.641504,344,258.685779
220.605455,427,258.744054
63.98383,1000,259.179422
243.723899,368,259.230334
-50.32042,315,259.273591
-12.128663,251,259.308706
-54.543512,278,259.347272
-176.079778,425,259.406217
247.360596,349,259.746952
60.577907,1000,259.888053
261.808209,358,259.937168
144.96613,663,260.327051
111.498548,590,260.410351
198.980819,447,260.472727
201.139471,493,260.541571
229.660455,382,260.594131
211.918412,340,260.932245
223.178669,342,260.979354
228.970214,391,261.03328
217.271139,350,261.082274
193.116873,333,261.129036
205.923858,385,261.474079
199.793266,422,261.532648
192.049512,413,261.590686
192.526678,274,261.628533
-89.383442,254,261.663295
234.383825,345,261.710625
-57.05916,228,261.742036
203.955162,412,262.089933
180.074172,389,262.143351
230.142417,361,262.192958
198.898865,359,262.241795
201.402066,338,262.288043
-29.911254,349,262.627737
151.050302,731,262.730536
-39.600679,305,262.772677
-4.592687,259,262.808535
260.343276,459,262.874917
203.232032,379,263.219217
248.708075,396,263.273947
248.641048,484,263.577738
175.833903,454,263.641445
197.646159,367,263.693134
-130.135431,433,264.046966
216.732592,352,264.09668
-18.487217,326,264.141997
-59.811112,357,264.19123
221.945415,418,264.24952
230.832282,353,264.598913
220.825416,373,264.651564
212.425575,345,264.74282
228.680493,370,264.796697
-12.505726,346,264.846125
-35.822958,283,264.886072
234.155526,423,265.237976
165.092081,416,265.295231
216.931582,360,265.345679
228.964536,369,265.397156
174.442031,671,265.490761
-43.79216,275,265.822637
60.432557,1000,265.962778
1.742033,247,265.996824
222.789824,343,266.045029
229.171985,405,266.398331
130.112731,667,266.494392
233.43092,339,266.540985
213.618556,426,266.60106
208.435472,385,266.654225
219.797204,431,267.006385
-3.498844,345,267.053813
195.127706,369,267.104309
220.081273,378,267.156375
-2.339197,322,267.200133
102.108984,1000,267.63113
175.647002,673,267.725719
-28.25492,225,267.756726
202.048979,307,267.799499
237.046549,378,268.143229
241.436489,350,268.191681
