#{"t_start": 1780643441.363722, "env_id": "MountainCar-v0"}
r,l,t
-141.0,141,27.30518
-131.0,131,27.320608
-131.0,131,27.388217
-111.0,111,27.402433
-150.0,150,27.420473
-144.0,144,27.737536
-95.0,95,27.748895
-112.0,112,27.762246
-148.0,148,27.779736
-153.0,153,27.797702
-120.0,120,27.811808
-133.0,133,27.827424
-139.0,139,27.843665
-88.0,88,27.854111
-161.0,161,27.873993
-150.0,150,27.891749
-158.0,158,27.910948
-154.0,154,27.929435
-168.0,168,27.949553
-112.0,112,27.962926
-147.0,147,28.277874
-150.0,150,28.295824
-145.0,145,28.313033
-99.0,99,28.32478
-148.0,148,28.342258
-151.0,151,28.360718
-155.0,155,28.379372
-145.0,145,28.396677
-140.0,140,28.413315
-147.0,147,28.430762
-151.0,151,28.448706
-151.0,151,28.466623
-157.0,157,28.485378
-163.0,163,28.504793
-173.0,173,28.824481
-119.0,119,28.838651
-155.0,155,28.85735
-158.0,158,28.876626
-147.0,147,28.894228
-166.0,166,28.914623
-142.0,142,28.931958
-136.0,136,28.948372
-161.0,161,28.967774
-146.0,146,28.985362
-149.0,149,29.003349
-144.0,144,29.02071
-93.0,93,29.031885
-147.0,147,29.049555
-144.0,144,29.36521
-90.0,90,29.376472
-110.0,110,29.389886
-88.0,88,29.400488
-92.0,92,29.411731
-143.0,143,29.429021
-152.0,152,29.447243
-152.0,152,29.465536
-120.0,120,29.479912
-150.0,150,29.497885
-149.0,149,29.515825
-88.0,88,29.526421
-147.0,147,29.544056
-148.0,148,29.561792
-166.0,166,29.581725
-144.0,144,29.598931
-167.0,167,29.917404
-111.0,111,29.930699
-187.0,187,29.953033
-153.0,153,29.971154
-115.0,115,29.984971
-99.0,99,29.997057
-150.0,150,30.015039
-111.0,111,30.028286
-132.0,132,30.043987
-117.0,117,30.05787
-85.0,85,30.068014
-144.0,144,30.148962
-114.0,114,30.163099
-129.0,129,30.178777
-155.0,155,30.197473
-143.0,143,30.514939
-144.0,144,30.53276
-160.0,160,30.552143
-88.0,88,30.56283
-110.0,110,30.576417
-89.0,89,30.587173
-115.0,115,30.600878
-114.0,114,30.614476
-87.0,87,30.624906
-151.0,151,30.64293
-115.0,115,30.656638
-89.0,89,30.66729
-149.0,149,30.685028
-150.0,150,30.702954
-171.0,171,30.723191
-131.0,131,30.738686
-138.0,138,30.755105
-147.0,147,31.071818
-151.0,151,31.089928
-146.0,146,31.107427
-85.0,85,31.117543
-121.0,121,31.132395
-134.0,134,31.148464
-90.0,90,31.159367
-153.0,153,31.177805
-156.0,156,31.196504
-126.0,126,31.211619
-156.0,156,31.230349
-115.0,115,31.24422
-113.0,113,31.257749
-121.0,121,31.272312
-92.0,92,31.283394
-148.0,148,31.301021
-134.0,134,31.61464
-152.0,152,31.632943
-111.0,111,31.646225
-158.0,158,31.665005
-89.0,89,31.676001
-162.0,162,31.695538
-87.0,87,31.706119
-159.0,159,31.725124
-117.0,117,31.739199
-143.0,143,31.756352
-152.0,152,31.774563
-135.0,135,31.790726
-113.0,113,31.804298
-116.0,116,31.818226
-85.0,85,31.828468
-115.0,115,31.842354
-160.0,160,32.165108
-108.0,108,32.178334
-117.0,117,32.19228
-150.0,150,32.209981
-111.0,111,32.223039
-89.0,89,32.233477
-114.0,114,32.246811
-112.0,112,32.26
-87.0,87,32.270197
-137.0,137,32.28623
-88.0,88,32.296539
-143.0,143,32.313281
-119.0,119,32.327237
-85.0,85,32.337194
-141.0,141,32.353657
-151.0,151,32.372334
-119.0,119,32.386639
-91.0,91,32.695555
-125.0,125,32.71069
-90.0,90,32.721483
-115.0,115,32.735174
-172.0,172,32.755521
-88.0,88,32.765959
-149.0,149,32.783731
-111.0,111,32.796825
-120.0,120,32.810977
-137.0,137,32.827172
-147.0,147,32.895486
-145.0,145,32.913399
-146.0,146,32.930794
-86.0,86,32.941179
-114.0,114,32.954867
-143.0,143,32.971918
-146.0,146,33.288209
-110.0,110,33.30157
-89.0,89,33.312214
-155.0,155,33.330693
-124.0,124,33.345433
-93.0,93,33.356551
-112.0,112,33.370839
-159.0,159,33.389909
-97.0,97,33.401421
-109.0,109,33.414365
-91.0,91,33.425601
-124.0,124,33.440585
-150.0,150,33.458337
-154.0,154,33.476848
-138.0,138,33.493547
-161.0,161,33.512937
-117.0,117,33.527034
-115.0,115,33.839659
-100.0,100,33.851707
-111.0,111,33.865611
-162.0,162,33.885297
-87.0,87,33.895952
-115.0,115,33.909865
-152.0,152,33.928159
-92.0,92,33.939267
-148.0,148,33.95712
-114.0,114,33.97086
-172.0,172,33.991681
-111.0,111,34.005123
-150.0,150,34.023263
-87.0,87,34.033764
-150.0,150,34.051788
-157.0,157,34.070889
-148.0,148,34.388047
-115.0,115,34.402073
-89.0,89,34.412935
-113.0,113,34.426569
-115.0,115,34.440415
-122.0,122,34.455074
-94.0,94,34.466315
-147.0,147,34.483971
-112.0,112,34.497415
-150.0,150,34.515465
-87.0,87,34.52593
-114.0,114,34.539549
-126.0,126,34.554605
-109.0,109,34.567669
-97.0,97,34.579269
-149.0,149,34.59712
-114.0,114,34.610706
-182.0,182,34.930738
-116.0,116,34.944697
-111.0,111,34.957927
-119.0,119,34.972061
-114.0,114,34.985635
-86.0,86,34.99603
-152.0,152,35.014315
-92.0,92,35.025247
-110.0,110,35.038546
-113.0,113,35.052146
-117.0,117,35.066198
-85.0,85,35.076376
-113.0,113,35.089833
-185.0,185,35.112287
-88.0,88,35.122849
-86.0,86,35.133113
-147.0,147,35.15068
-110.0,110,35.163802
-109.0,109,35.519827
-88.0,88,35.530421
-163.0,163,35.550301
-89.0,89,35.561049
-87.0,87,35.571499
-147.0,147,35.589009
-176.0,176,35.610348
-113.0,113,35.623899
-113.0,113,35.687288
-137.0,137,35.704134
-111.0,111,35.71759
-112.0,112,35.73122
-132.0,132,35.747022
-131.0,131,35.762477
-112.0,112,35.775869
-113.0,113,35.789414
-90.0,90,35.800267
-111.0,111,36.113475
-137.0,137,36.129944
-146.0,146,36.147396
-155.0,155,36.165904
-112.0,112,36.179654
-116.0,116,36.19356
-109.0,109,36.206629
-149.0,149,36.224393
-144.0,144,36.24153
-111.0,111,36.254741
-171.0,171,36.275031
-109.0,109,36.287953
-143.0,143,36.304914
-110.0,110,36.317932
-109.0,109,36.330873
-148.0,148,36.348423
-113.0,113,36.660321
-145.0,145,36.677993
-114.0,114,36.6917
-90.0,90,36.702485
-148.0,148,36.720102
-109.0,109,36.733117
-112.0,112,36.746405
-140.0,140,36.763013
-116.0,116,36.776852
-140.0,140,36.793468
-86.0,86,36.803719
-108.0,108,36.816548
-116.0,116,36.830291
-110.0,110,36.843318
-107.0,107,36.856096
-162.0,162,36.876116
-147.0,147,36.893747
-113.0,113,37.21142
-115.0,115,37.225266
-89.0,89,37.235886
-117.0,117,37.249735
-113.0,113,37.263158
-116.0,116,37.276912
-112.0,112,37.290227
-132.0,132,37.305821
-136.0,136,37.321915
-161.0,161,37.34085
-92.0,92,37.351688
-165.0,165,37.371844
-89.0,89,37.38253
-113.0,113,37.395909
-150.0,150,37.413734
-132.0,132,37.429291
-113.0,113,37.442658
-86.0,86,37.750918
-147.0,147,37.768404
-111.0,111,37.781604
-159.0,159,37.800457
-118.0,118,37.814429
-117.0,117,37.828254
-115.0,115,37.841818
-116.0,116,37.855503
-179.0,179,37.877935
-158.0,158,37.896741
-91.0,91,37.907961
-147.0,147,37.925721
-110.0,110,37.938968
-144.0,144,37.956144
-114.0,114,37.969705
-94.0,94,37.981005
-108.0,108,38.291471
-144.0,144,38.308724
-147.0,147,38.326303
-109.0,109,38.339249
-114.0,114,38.352746
-110.0,110,38.366238
-114.0,114,38.426247
-117.0,117,38.440852
-110.0,110,38.454028
-152.0,152,38.472361
-182.0,182,38.494273
-116.0,116,38.508378
-147.0,147,38.526066
-139.0,139,38.542948
-107.0,107,38.555819
-110.0,110,38.569068
-129.0,129,38.884
-92.0,92,38.895235
-111.0,111,38.908944
-105.0,105,38.921735
-160.0,160,38.940866
-111.0,111,38.954149
-107.0,107,38.967007
-108.0,108,38.979953
-114.0,114,38.993776
-111.0,111,39.0072
-188.0,188,39.030322
-108.0,108,39.043439
-115.0,115,39.057385
-111.0,111,39.070676
-110.0,110,39.083863
-151.0,151,39.101961
-136.0,136,39.118245
-108.0,108,39.428888
-113.0,113,39.442411
-162.0,162,39.46155
-107.0,107,39.474182
-136.0,136,39.490269
-110.0,110,39.503239
-147.0,147,39.520527
-111.0,111,39.533638
-111.0,111,39.546696
-116.0,116,39.560324
-111.0,111,39.573313
-109.0,109,39.586163
-114.0,114,39.599511
-163.0,163,39.618648
-108.0,108,39.631324
-112.0,112,39.644965
-110.0,110,39.659393
-113.0,113,39.973582
-111.0,111,39.986971
-110.0,110,40.0003
-135.0,135,40.016462
-156.0,156,40.03502
-108.0,108,40.047834
-111.0,111,40.061359
-141.0,141,40.078053
-110.0,110,40.091006
-113.0,113,40.104292
-110.0,110,40.117169
-86.0,86,40.127831
-151.0,151,40.145993
-110.0,110,40.159128
-158.0,158,40.177964
-105.0,105,40.190482
-113.0,113,40.20395
-150.0,150,40.528379
-111.0,111,40.541763
-134.0,134,40.557809
-111.0,111,40.571055
-111.0,111,40.58427
-109.0,109,40.597194
-134.0,134,40.613349
-111.0,111,40.62649
-165.0,165,40.646552
-111.0,111,40.659917
-112.0,112,40.673386
-133.0,133,40.689396
-112.0,112,40.702877
-116.0,116,40.716842
-111.0,111,40.730153
-141.0,141,40.747162
-113.0,113,40.76067
-114.0,114,41.072831
-169.0,169,41.093318
-111.0,111,41.106929
-155.0,155,41.176395
-110.0,110,41.190837
-195.0,195,41.214537
-173.0,173,41.235475
-111.0,111,41.248888
-106.0,106,41.26185
-160.0,160,41.281167
-200.0,200,41.305222
-108.0,108,41.318331
-111.0,111,41.331716
-112.0,112,41.345128
-144.0,144,41.661461
-150.0,150,41.679881
-110.0,110,41.693028
-112.0,112,41.706366
-108.0,108,41.719265
-114.0,114,41.732774
-112.0,112,41.746052
-111.0,111,41.759115
-108.0,108,41.771866
-110.0,110,41.784955
-111.0,111,41.797965
-163.0,163,41.817114
-110.0,110,41.830059
-111.0,111,41.843179
-112.0,112,41.856422
-111.0,111,41.869774
-120.0,120,41.883868
-112.0,112,41.897163
-109.0,109,42.213732
-164.0,164,42.23339
-112.0,112,42.246743
-172.0,172,42.267126
-111.0,111,42.280217
-108.0,108,42.292999
-149.0,149,42.310622
-110.0,110,42.323637
-107.0,107,42.336322
-110.0,110,42.349374
-110.0,110,42.362936
-142.0,142,42.379932
-110.0,110,42.392953
-109.0,109,42.405889
-110.0,110,42.418831
-136.0,136,42.434951
-111.0,111,42.447992
-174.0,174,42.768293
-107.0,107,42.781178
-110.0,110,42.794373
-149.0,149,42.812156
-110.0,110,42.825247
-109.0,109,42.838268
-135.0,135,42.85431
-163.0,163,42.874347
-110.0,110,42.887541
-112.0,112,42.900999
-109.0,109,42.914033
-116.0,116,42.927873
-158.0,158,42.946709
-139.0,139,42.963344
-113.0,113,42.976862
-138.0,138,42.99331
-108.0,108,43.304254
-109.0,109,43.317427
-111.0,111,43.330831
-111.0,111,43.344148
-110.0,110,43.357682
-111.0,111,43.371355
-112.0,112,43.384812
-110.0,110,43.398
-162.0,162,43.417661
-110.0,110,43.430766
-110.0,110,43.44386
-111.0,111,43.457013
-106.0,106,43.469564
-110.0,110,43.482608
-108.0,108,43.495435
-115.0,115,43.509041
-107.0,107,43.521743
-109.0,109,43.534664
-107.0,107,43.845719
-147.0,147,43.863808
-111.0,111,43.927009
-109.0,109,43.940499
-109.0,109,43.953666
-111.0,111,43.966932
-114.0,114,43.980481
-141.0,141,43.997185
-108.0,108,44.010494
-175.0,175,44.031556
